,AP,AT,NOX,CO
1154,-0.7003888055396691,-1.0064653445209155,0.07570547710421968,-1.0951885612307908
6704,1.2920280477930834,-0.9222375517657777,0.1680357796884007,-0.5908566743376061
88,1.1822097960345954,-1.335143316506881,1.4117241029552847,-0.6645455071430807
7863,-0.6062588754609523,-1.9390647154286877,1.8125041144495,-0.32086855303300243
29843,0.790001754039957,-1.3429431892764885,0.6582474508417171,0.6359628123697518
9281,-2.0888052742006926,-0.057209995303043555,0.693457436961078,-0.3601386240152684
31714,-0.3866223719439583,0.5289991925377793,-0.4597761762025588,-0.6719501369121685
5536,-0.21405083346631384,1.3697875610532952,0.15507714072921852,-0.7983599336735486
13709,-0.24542747682589205,0.4008971154535984,-0.8438463637757225,-0.9379908245536654
21571,0.47623532044424627,-0.32627852296294513,-0.34664384792074143,-0.6119981689886571
4439,-0.1199209033876149,1.2357272478256645,-0.5615696953950912,-0.9038427147151202
26283,-0.8415837006577354,0.5544571106052485,-1.0275691727036178,0.997155545864638
17642,1.6371711247483725,0.02458033721159181,-0.08346412116416935,-0.30815301639505155
20874,-0.01010265162910899,0.29635715402760754,2.25923614172661,0.26001188574889056
13985,1.4018462995515895,-0.7357718433673454,0.15533290334025504,-0.24350293854908436
16911,0.09971560012939691,-0.8386868312996681,0.7652414764586591,-0.287879650751411
3493,-0.05716761666845847,0.30353412029130916,-0.7527948742467242,-0.0891291744666525
31803,-0.4807523020226751,0.7076108623834815,-0.31109284498666595,0.0361878010736346
13690,0.1624688868485355,0.35742907449797284,0.2778431940267445,-0.27082346907640853
23926,-0.33955740690460884,0.23420191789479688,-0.18321153946840954,-0.4078857194228349
11808,-0.4964406237024642,1.4278803634519357,0.06155327929353291,0.6508231383201281
4547,-1.0141552391353799,1.2801431899859301,-0.2618159152602982,-1.1073066208459947
15758,-0.5905705537811811,-0.7873647517913125,1.1355857372395293,-0.026623885933110866
14813,-0.08854426002803668,-2.1359437956323775,1.5831703065534268,-0.9083416656299937
29405,0.664495180601662,-2.1720317486375933,1.496296273004692,1.5693036281602273
27444,-1.2808567076917412,1.1435100020599909,-1.043852725606276,-0.6014784880753323
10063,-1.0769085258545184,0.005757727576601286,-0.19949509237106772,0.09108419418928598
25406,-0.05716761666845847,0.6847258190143202,-0.6615728763103679,-0.5229894125230008
636,0.5389886071633848,-2.078121822149349,1.920009665288515,-0.7495812967395298
21319,0.1624688868485355,-0.20887418804541363,1.2286833276568199,-0.3770926728658696
953,-0.33955740690460884,-1.1982799240026722,0.41169229380251904,-0.6642901750820777
31216,0.9468849708378124,-1.2711599851936934,0.04885040294538602,0.20470696133563435
13782,0.30366378196660176,0.28119073475337075,-0.902501255906763,0.025106389626103072
31365,0.44485867708466803,-1.4916959711760367,0.5699240958304425,0.5501712398727338
17416,0.28797546028681265,-0.44571407474756203,0.39881890904701484,-0.4815234858161088
30771,0.2565988169272523,-1.0588436568001554,0.06752107355105218,1.871821054036617
3884,-0.7945187356183859,1.5699301296901023,-0.23547236632353757,-1.0368502919328184
14949,0.49192364212403533,-1.1166927131747455,0.7123838701777795,-0.2798111576237152
23755,-0.7945187356183859,0.03175730347529338,-0.24629965019074954,-0.5015415193987464
11412,-0.7003888055396691,1.05373021653482,-1.8431108850953788,0.9972576786890389
9626,-0.9670902740960303,1.0087726165433313,0.5734195181812745,-0.21684627138036805
35276,-0.4807523020226751,0.6840487467252919,-1.5891386123361209,-0.15643470574705126
28902,0.7115601456410293,-1.1282029420882287,0.6911555734617493,-0.5362666796951584
15129,0.3193521036463909,-0.9015191397215073,0.8396683962702836,-0.11221119278132635
28486,-0.19836251178654257,-0.5643371397853445,-0.11824783626513521,-0.5927971980012292
19323,-0.7631420922588077,1.427203291162907,0.1546508697108235,-0.2992163942599455
21192,0.33504042532618,0.3652831130507027,0.7326743706533427,-0.582328583500105
12910,-0.2611157985056812,1.3581419176820062,-0.25354625750345083,-0.39021674080142527
10922,-0.6690121621801087,1.8513213730103215,0.53488461811844,-0.6764439811858218
757,1.3390930128324507,-0.9684138818775171,0.23581287161307676,-0.336086343868783
10643,-0.4807523020226751,0.7550059226154725,-0.7516865695988995,1.3489009931024116
10421,-1.1710384559332352,1.6157002164284242,-0.7082921799263711,-0.2391112270998323
3948,-0.4964406237024642,0.9701794960687103,0.13760002897505572,-0.8276873742003565
27399,-0.7788304139385968,0.9573151225771701,-1.0210045990203473,-0.4285676163640805
19462,-0.2611157985056812,0.7734222888770459,-1.3557978568671427,0.4337908864675527
13493,-0.07285593834824758,0.3400960238988448,-0.1649671398811384,-0.46150545223347134
21825,-1.4063632811300182,-0.05043927241275906,-0.10929614487885814,-0.4265249598760562
7128,0.5076119638038066,-1.0608613322214604,1.5185476201648684,1.3093245236469422
19677,-0.41799901530353656,1.2396542671020294,-0.8429085675352557,0.9044189413083372
10350,-0.7474537705790364,0.7145169997315718,-0.12472715574472752,-0.359679026305463
13430,1.3234046911526618,0.38776191304644697,0.03444244252366272,-0.21689733779256865
13349,0.005585670050680116,1.2223212165029014,0.2832142088585115,-0.6193006659333438
19081,-1.5475581762480846,0.7977968912820697,0.2843225135063356,-0.5104781415338524
25403,-0.18267419010675348,1.3190071393761622,-0.810682478544655,-0.4356658476599646
20775,0.8998200057984451,0.9773564623324119,0.2920806460411105,-1.0432642333052147
16895,-0.18267419010675348,-1.0181109878922046,1.5205084668494813,1.6921183495026846
27163,0.03696231341024049,1.0179807996741184,-1.4569093424302442,-0.40318760950037924
26086,-1.4377399244895965,0.6665802816683585,-1.8781503628073806,-0.601121023189928
20969,2.2803923136195654,-0.46805746028550044,0.8102556960010847,1.785672016654195
27481,-0.5121289453822533,0.7206106503328276,-1.0118823992267119,-0.17139716452182874
1521,0.1781572085283246,-0.48660924100487973,0.2393935481675881,-0.6926933135480546
35748,0.554676928843174,0.023767850464758135,-1.0120529076340692,-0.45359015834237737
21905,1.1037681876356678,-1.2999897232605246,0.06376988858918237,-0.16608625765296572
5831,0.38210539036552943,0.20738985524927064,1.0000315533901771,1.7729054136040432
5166,0.0683389567698187,1.4125785297198925,-0.3664228231742317,-1.0971188716119737
21433,0.9782616141973728,0.0603297540722938,0.4581558348074857,-0.7218215950672804
33296,-0.5591939104216028,1.233831445416385,-1.24522315469569,-0.6676605582873176
14638,0.6331185372421017,-1.6976207371611463,-0.08227056231266598,-0.8298781232837625
6011,1.229274761073945,0.6970485346746379,0.49924836098068537,-0.7267495038446388
35890,0.8998200057984451,-0.9585286264577019,-0.17016764630554748,0.5351066482735549
20735,1.1037681876356678,0.5758525949385473,0.3214080921066302,-0.49372835833205364
13317,-0.24542747682589205,-0.11002163384726191,-0.10912563647149964,1.5532177083170362
32738,-0.9984669174555907,-0.20305136635976914,-0.5902151078311805,-0.3218388148648139
13419,1.3077163694728726,0.7164128021408513,0.1521784978041375,-0.34778055226272175
16215,0.5233002854835958,-1.4852773258760472,4.63927774582872,2.25466594630456
25512,-0.5121289453822533,0.718714847923548,-1.271992974650845,0.20557509034304466
18455,-1.3279216727310905,-0.09295941216374506,-0.14510291042396947,1.3559481579860952
29652,1.6371711247483725,-1.3290632073514055,-0.6806698179344272,0.07040229724804069
15655,0.005585670050680116,-1.7832568402774633,1.5159047398508239,-0.05910212409269609
21558,0.8527550407590956,-0.31029961694187413,0.9082980302317485,-0.4616075850578725
14874,0.8370667190793065,-1.501391646354924,1.00429426357412,-0.4314273354473143
2601,0.6488068589218907,-0.6352943156755249,0.4352224540178779,-0.5409137232054136
69,0.1624688868485355,-1.4198315184185584,1.4795011948799608,-0.8566573498417603
16164,0.6488068589218907,-1.496489642982358,1.4768583145659164,0.1570619987524689
31177,1.2920280477930834,-1.2804764998907248,-0.6131484886207883,0.04834160717737884
17774,1.009638257556951,0.7700369274319039,0.42192279824397994,-0.22573182710327352
17942,-0.46506398034288604,-0.008189961577384292,-0.2921664117699645,1.1912079122269406
15691,0.6017418938825234,-1.2936794095267794,0.25226693292309227,-0.5131846613804846
5531,0.052650635090029596,1.1211666165220526,0.06547497266275999,-0.7870793632184347
35646,0.7272484673208184,-0.967601395130683,-0.5139978497422998,0.36607682388954915
3214,0.19384553020809586,1.2469666478235364,-0.13546918540826086,-0.7950150836744089
10444,-0.41799901530353656,1.3815686188823901,-0.027111092532457554,-0.7826672252043023
26080,-1.484804889528946,1.471890062238784,-1.7591354944717237,-0.522580881225396
19736,0.2565988169272523,1.6938343585823064,-1.2011467313937314,0.8301683779686564
10349,-0.7788304139385968,0.8695665539190844,-0.024212449607377774,-0.2736321217474419
9677,0.28797546028681265,0.5197910094069924,0.06240582133032172,-0.4653864995607173
35604,1.2763397261133123,-1.380805071678959,0.22242796163549955,1.4329052411724088
1197,0.6331185372421017,-1.9602029122921556,2.178756173453787,0.49573444446688786
28144,1.229274761073945,0.2714408937913609,-0.8044589216760999,0.14776791173195872
22856,1.3390930128324507,-0.005752501336881818,-0.25201168183723166,-0.018759658454217506
5258,-0.6062588754609523,1.7061570742426242,-1.2182828263331777,-0.3294477102827042
33689,-0.8572720223375244,1.8287071585567714,-0.7769218138878353,-0.2136290874117299
6148,1.9509375583440833,-0.6840435204855726,-0.12421563052265447,-0.7915119277974473
35494,1.0567032225963005,-0.4140270916210311,-0.7687374103346666,0.3313005971809366
29053,1.260651404433523,-0.9302270047763131,0.005626521680216125,0.10354439876623384
26662,-1.2494800643321629,1.9504447561240854,-1.0382259481634724,-0.19652183932452683
12831,0.664495180601662,0.3368460769115082,-0.03862041002910107,-0.5256448659574324
11433,-1.1239734908938857,1.095708698454583,-0.6569691493117105,-0.41345195835270104
2368,-1.1239734908938857,-0.4589846916125193,-0.2188477966061642,-0.6219561193677752
14563,-1.955454539922512,-0.4814634916082635,0.28730641063509466,-0.8375993648084941
34764,-0.920025309056663,0.7295480045480033,-1.544209646997374,0.14444859493891915
33448,-1.1396618125736748,2.0070479994868626,-0.9495615763374814,-0.8027771783289009
12891,-0.5748822321013919,0.796036503330596,-0.54332529580782,-0.29308842479587277
20627,0.6174302155623125,-0.07440763144436577,0.008866181420011674,1.0517455405070855
20117,-0.46506398034288604,1.0063351563028289,-1.601415217665874,0.9499191145790773
29569,1.6999244114675112,-1.9762630669879102,-0.5567954599890764,0.08030918121495806
24456,-1.2808567076917412,0.06967335166088613,-0.3183394522993673,-0.3031995744115928
31414,1.0880798659558786,-1.783676625096661,1.3114651594289717,0.7629649795126588
22626,2.12350909682171,-1.7936431291911596,0.6028322184504734,-0.9315258167690688
20288,-0.4493756586630969,0.612414498546083,-1.0836664387242931,1.272658839686907
13359,0.19384553020809586,0.8267755852524872,-0.1393056245738087,-0.5994358315873081
12087,0.19384553020809586,1.6743346766582876,-0.0382793932143853,-1.031330012773933
33863,-0.6376355188205305,1.3612564502115372,-0.6779416834167047,-0.23252365992595406
30244,-1.2494800643321629,-0.9226437951391947,0.8091473913532606,1.6488140319565705
22206,1.1351448309952281,-1.1199426601620819,0.255080321644494,-0.4818298842893124
2143,-0.7788304139385968,-0.9348310963417066,0.893804815606346,-0.5264108621404415
20290,-0.4807523020226751,0.5464676575947133,-1.0663598353774888,1.2957919244137814
32670,-0.05716761666845847,-0.006971231457133055,-1.1343074357095226,0.15415121325703435
5860,1.3390930128324507,0.5881753105988651,0.2294188063371649,-0.5008776560401385
27254,0.49192364212403533,0.7149232431049889,-1.0408688284775163,-0.4411299537654295
26982,-0.7788304139385968,0.2641285130698539,-0.927054466566268,0.5453709971258769
24290,-0.08854426002803668,0.42161552749786896,-0.42294636021330134,-0.5987209018164995
22467,-0.29249244186524154,-0.44977650848173256,-0.6725706685849377,-1.0238692099514244
35251,0.2565988169272523,0.5090932672403434,-1.8363758030047506,-0.2608144522850898
20553,0.22522217356767407,0.19222343597503383,1.7296370284736702,0.33124953076873587
6440,0.6331185372421017,-0.46128673739521614,0.6228669563150002,0.16952220332941675
23177,-2.7304576309039263,-0.318153655494604,-0.34962774504950106,-0.5805923254852844
18627,-0.13560922506738615,-0.1518647013092191,-0.33675436029399625,1.160057400784571
19548,-0.4964406237024642,0.5348220142234238,-1.3299658331524546,1.2782761450289737
9656,-0.22973915514610296,0.5547279395208602,0.1364917243272316,-0.4508836384957452
32648,-0.18267419010675348,0.5610924190377276,-1.3930539438747946,-0.5027160468793603
22373,0.7429367890005897,-0.34185118561059924,1.5764352244627993,-0.781119912914624
20359,-0.5435055887418138,0.8232548093495393,-1.2513614573605665,1.148005727505228
25938,0.6017418938825234,0.8829725852418475,-1.6107931800705462,-0.5174742400053355
2978,0.0840272784496078,1.139989226157043,0.32720537795679094,-0.47759137207666214
15163,-1.2024150992928135,-1.1979820121954998,2.444834543135439,3.221404195674231
9419,-0.2768041201854703,-0.6706374891628095,1.2634670427577859,0.4851636971413623
5237,-0.9043369873768918,1.6433247658207848,-0.8469155151081609,-0.34701455607971265
23127,-1.469116567849157,-0.7382093036078479,-0.3441714760140554,-0.48218734917471673
28741,0.7586251106803787,-0.6216174554371505,0.2980484402986286,0.7827276810342934
6424,0.5076119638038066,-0.8038853156436064,0.5921754429906186,-0.5503610094625256
30344,1.5116645513100953,-1.3016553210915345,0.8961066791056747,0.46570739409293144
34298,-0.8572720223375244,1.8759668043309565,-0.36130757095350186,-0.08713758439082875
11127,-0.5278172670620246,1.5909193706499833,0.4122890732282713,-0.5898353460935941
4414,-1.4377399244895965,1.259695606857271,-1.0039537582845797,-0.9107111471561017
17040,-0.10423258170782579,-1.037475255358418,2.6423685330593063,3.3042339162636143
3357,-1.70444139304594,1.3841414935806984,-0.33317368373948497,-0.36064928813727454
31170,1.2135864393941558,0.07319412756383399,1.7745659938124179,3.2200764689570156
20863,0.7272484673208184,-0.354173901270917,0.4827090454669906,1.5451492151893407
21539,1.1978981177143846,-0.19370776877117682,-0.47247905255070566,-0.6284415537172522
28964,1.590106159709023,-0.7639380505909285,-0.34800791517960267,-1.008059048734117
21783,-0.68470048385988,-0.6752415807282031,-0.08508395103406773,0.591228635282021
19238,-0.2611157985056812,0.8400462021174444,-0.8357472144262331,-0.8324671903823333
4114,-0.4964406237024642,1.7364899127910982,-0.7712097822413532,-1.0231083204096354
8820,0.22522217356767407,-1.4430821808237948,1.3388317588098784,-0.5434670438154439
22928,-0.15129754674717527,-0.5799098024329986,-0.3602845205093557,-0.5176785056541379
627,0.46054699876445715,-1.769106029436769,1.3893875015914292,-0.7990237970321564
20466,-0.6376355188205305,1.7786038091686671,0.5829679889933038,-0.154902713381033
21572,0.49192364212403533,-0.32045570127730066,0.6854435418152666,-0.5325388316045142
11781,-0.15129754674717527,1.8563317079491317,-0.008355167723113373,0.12591148731009927
4667,-0.24542747682589205,0.5378011322951493,-0.8095741738968297,-0.16332867139413287
23549,-0.05716761666845847,-0.47604691329603616,-0.20955508840517076,-0.4566030766622131
8556,1.9823142017036615,-1.3098749786803396,-0.27306947014590455,-0.8837531881554018
26808,-0.22973915514610296,0.9598879972754779,-1.3747242900838448,-0.16215414391351896
25992,-0.07285593834824758,0.8091717057377474,-1.7228172037045388,-0.9255918996713582
15167,-0.7317654488992473,-1.3472764519262705,2.6917307169893525,3.7270638092846324
21540,1.1665214743548062,-0.17732261937668875,-0.5116959862429711,-0.6086788521956178
32192,0.47623532044424627,0.08118358057436972,-1.1819645355659927,-0.15321752177841308
17148,-2.2802027986940807,-0.3553926313911682,0.17442984496431377,-0.4097241102620568
15898,-1.814259644804446,-0.3254660362161112,0.8010482420037711,-0.4910729048976221
30833,0.664495180601662,-0.846540869852398,0.15337205665564088,0.17748856363271132
35339,-0.9514019524162413,-0.10826124589578773,-1.1190469332510107,-0.20683725458904925
18998,-0.22973915514610296,0.7545996792420554,-0.6077774737890212,-0.16511599582115422
29928,-1.720129714725729,-0.8053748746794689,0.46062820671417165,1.1723133397127163
11903,-0.5591939104216028,1.722677638094918,0.7434164003168767,1.21980510305928
22052,0.38210539036552943,-1.1317914252200796,-0.0900286948474397,-0.5175763728297367
27899,0.19384553020809586,0.6377370021557468,-0.6128074718060725,-0.44930057971752646
14585,-1.3749866377704578,-1.2974033071164357,0.16130069759777307,-0.8963819118926116
24398,-0.6219471971407414,-0.022408479646981574,0.02327414184173497,1.058690572566368
12369,0.021273991730469222,0.1666301034497588,-0.6546672858123818,1.3781109808811582
31206,0.6958718239612403,-0.608346838572193,-0.27699116351513103,-0.05889785844389369
14501,-1.0925968475343075,-1.2247805333952455,0.7810135041392443,-0.4603309247528573
22978,0.30366378196660176,-0.9395706023649057,-0.3422958835331205,-0.5180870369517427
35320,-1.2494800643321629,-0.02890837362165484,-1.6257979199180217,0.17534377432028586
5621,-0.13560922506738615,0.5774775684322156,-0.414676702456454,-0.72431363598267
15464,-1.2965450293715302,-0.837468101179417,0.9230470074681876,-0.6737374613391898
33828,-0.35524572858439796,1.6002629682385763,-0.8622612717703516,-0.5194147636689584
832,0.3193521036463909,-0.655741898804184,0.5573917278896529,-0.803369548710428
14398,-1.9711428616023012,-0.0067004025415218285,0.39242484377110176,-0.4554285491815992
7375,0.36641706868574037,-1.7723559764241055,4.053581366555106,1.3039114839536778
10982,-0.7317654488992473,0.37814748654224295,-0.7967860433450042,1.5061344762680775
34286,-0.5905705537811811,0.48661446724459917,-1.1758262329011162,-0.15801776452526997
13691,0.1624688868485355,0.27455542632089164,0.24851574796122367,-0.27337678968643886
24040,-0.6533238405003196,-0.12938590131347488,-0.43462618611730214,-0.5801837941876796
24307,0.46054699876445715,0.6357057852886614,-0.5098203937620368,-0.25024370495956433
5242,-0.8415837006577354,0.7891303659825056,-0.7832306249600691,-0.24146028206106013
1657,1.4802879079505171,-0.7325218963800088,-0.07766683531400857,-0.871124464418192
23803,0.8841316841186738,-0.6255444747135155,-0.24945405572686646,-0.6333439292885104
15374,0.38210539036552943,-0.5479519903908562,1.0760783030717012,-0.16659692177497173
14882,1.0880798659558786,-1.3881580767378079,3.340856223800023,4.830353644878724
24348,-1.155350134253446,-0.3915482916252868,-0.30018030691577474,-0.3706583049285932
23860,-0.6690121621801087,-0.3288513976612532,-0.2236220320121789,-0.4726889965054039
17524,-0.05716761666845847,-0.7340114554158714,-0.34596181429131106,-0.8663548615186554
17224,-0.9670902740960303,0.028913599861373828,-0.2757976046636277,-0.4972519407738954
15787,-1.233791742652374,-0.22106148924792599,0.7077801431791221,-0.5422925163348299
33123,-0.13560922506738615,-0.06303281698868804,-1.0204078195945951,-0.17139716452182874
21291,0.554676928843174,0.22919158295598657,-0.18082442176540217,-0.5142570560366972
7707,-0.1199209033876149,-1.61105027428597,0.5258476725284825,-0.6462126651630631
33160,-0.30818076354503066,1.3126426598592948,-1.389302758912926,-0.015848872958782945
3070,-0.40231069362374744,0.7731514599614346,-0.0430536286204012,-0.8476083815998129
4857,-0.9670902740960303,0.6166123467380592,-1.3193090576925999,2.320235219570138
10029,-1.2024150992928135,-0.14577105070796342,0.3550835025597707,0.761790452032045
5546,-0.35524572858439796,0.39791799738187345,-0.7689931729457031,0.38047755213012
17044,-0.18267419010675348,-0.11530279770168345,-0.052090574210357524,-0.7453581044505396
6448,1.6528594464281616,-0.8577802698502701,0.6398325428470887,-0.5007755232157373
31974,-0.7160771272194582,1.142155857481934,-1.5373893107030665,0.890733142838575
23393,1.8568076282653843,-0.6627834506100797,-0.06607226361368702,-0.34195898127185265
22577,-1.7985713231246567,-1.843746478579264,0.3539751979119466,1.0370894802055117
35619,0.790001754039957,-0.5456499446081596,-0.8984943083338573,0.3368668361108026
16031,0.33504042532618,-1.0916004141433515,1.097050837176695,-0.3893996782062157
26334,-0.5278172670620246,1.6939697730401122,-1.144537940150983,-0.12027968590902212
2073,-0.7160771272194582,-0.2308113302099354,-1.7126719534667572,-0.4459301965122864
7899,1.9509375583440833,-1.6136366904300588,1.653931295606862,-0.11721570117698588
14986,-0.10423258170782579,-0.5021819036525338,0.36829790412999064,-0.4353083827745604
36293,3.14325000600777,-0.7487716313166914,-1.064740005507591,0.11860899036541264
24433,-1.5161815328885242,-0.10785500252237065,-0.24126965217369833,-0.44404073926086407
32523,-1.1396618125736748,0.5044891756749497,-1.1210930341393028,-0.5205892911495724
21251,1.5116645513100953,-0.14956265552652248,-0.4844998952694222,-0.5902949438033995
5644,-0.0414792949886872,0.7891303659825056,-1.2327760409585797,0.6331030932865178
7842,-2.3131482742216183,-0.9971217469323229,0.7668613063285563,-0.3255155965432575
18776,-0.33955740690460884,1.535264028491846,0.021739566175515836,2.9739874285622956
23329,-0.18267419010675348,-1.2021256946043537,0.7840826554716825,-0.9055636528062807
4645,-0.33955740690460884,0.8132341394719182,-1.1385701458934643,-0.18130404848874623
34703,-0.41799901530353656,0.20711902633365942,-1.1384848916897856,-0.4511389705567482
21332,0.36641706868574037,-0.2324363037036037,0.1542245986924297,-0.05266775615541977
34885,-0.025790973308898093,0.804296785256743,-1.8549612194067369,-0.25703553778224497
8337,1.590106159709023,-1.469609873107929,-0.4616517686834937,-1.0451077307856567
28173,0.8841316841186738,0.14049511309326085,-0.6708655845113614,0.4704055040153871
31823,-0.025790973308898093,0.7464748117737142,-0.0002560183736238942,-0.4071707896520265
7235,-0.4964406237024642,-1.2704422885673232,1.023902730420252,-0.4305081400277034
7706,-0.13560922506738615,-1.5694238699565015,0.5512534252247763,-0.6362547147839449
35484,0.9311966491580232,-0.6121384433907523,-0.7707835112229587,0.2546499124678269
17047,-0.4336873369833256,0.33833563594737065,-0.2530347322813778,-1.0457562742206044
22192,1.370469656192011,-1.1769656883440571,0.26658963914113754,-0.13810186376703357
34746,-0.810207057298175,0.3288566239009724,-1.4154757994423288,-0.23349392175776557
33924,-0.7788304139385968,1.6440018381098136,-0.5664291850047851,-0.35252972859737813
6837,0.28797546028681265,-0.01577317121450294,0.5972906952113491,-0.5391263987783924
16943,-2.0025195049618794,-0.9736950457319389,1.5309947339019787,2.0834402661959284
22680,1.9038725933047338,-1.2086662129163686,1.0576633950770715,-0.765360818109517
16862,-2.8465512113343405,-1.0289441445166596,1.1034449024526078,-0.38909327973301194
23550,0.09971560012939691,-0.44788070607245306,-0.3247335175752803,-0.5432627781666415
26038,-0.0414792949886872,1.3362047755174846,-1.8492491877602548,0.04614575145275269
11816,-0.68470048385988,0.913847081621544,-0.10622699354641986,0.5785641650562707
31217,0.9468849708378124,-1.269453763025342,0.038108373281853285,0.05855488961750004
19478,0.005585670050680116,0.7225064527421071,-0.5295993690155271,-0.43714677361378224
31742,0.1781572085283246,0.11273514924309506,-0.378869936911342,0.22395899873526284
5002,0.20953385188788498,1.0890733900221043,-0.9174207415505594,-0.3431335087524667
28382,-0.2611157985056812,0.5711130889153483,-0.9487942885043719,-0.01232529051694118
57,-0.8886486656971027,-1.0143193830736454,0.2893525115233868,-0.9291614418841806
11126,-0.7317654488992473,1.2613205803509395,0.046548539446057316,-0.5194147636689584
24492,-0.920025309056663,0.10677691309964474,-0.4796404056597283,-0.5366752109927633
16054,-0.15129754674717527,-1.0480375830672615,1.3584402256560113,0.27048050025001485
17603,0.9782616141973728,-1.0915733312517901,3.5531391909603283,4.20223677481127
26064,-0.7160771272194582,0.8236610527229564,-2.0616174091242394,-0.5657830659471087
659,1.3390930128324507,-1.9582529440997536,1.9039818749968933,-0.7170468855265237
26995,-0.2611157985056812,1.0326055611171328,-1.104212701810893,-0.25024370495956433
29609,0.6174302155623125,-1.4416467875710546,-0.5193688645740667,0.24372170025689732
19652,-0.4336873369833256,2.12174404524828,0.6377864419587965,-0.6738906605757915
18580,-0.6376355188205305,-0.00900244832421845,-0.45005719698317154,0.7269631589112316
29574,1.9038725933047338,-2.10672135563791,-0.6739347358437989,0.20143871095479549
28797,-0.5278172670620246,-0.5365771759351785,-0.12728478185509215,-0.35411278737559687
34722,-0.9514019524162413,0.37313715160343264,-0.9659303834438182,-0.23374925381876857
27633,-0.33955740690460884,1.262674724928996,-0.8915034636321926,-0.4162095446115338
23954,-0.18267419010675348,0.19344216609528458,-0.0583141310789121,-0.6594899323352207
26664,-1.2808567076917412,2.0107041898476163,-0.9733474991638768,-0.2608655186972904
16219,0.4291703554048789,-0.8588635855127158,0.3486041830801796,-0.5204871583251712
29867,-0.7160771272194582,-1.1036658423338381,0.22140491119135347,0.6407119887044083
12358,0.1624688868485355,1.197675785182266,-0.3376921565344637,-0.22246357672243466
23409,1.7783660198664566,-1.9081495947116494,-0.11748054843202564,-0.6256839674584195
15417,-1.233791742652374,-0.4386725229416661,0.32848419101197357,-0.6498383804293061
10659,-0.18267419010675348,1.7656040212193211,-0.16905934165772274,-0.4476153881149064
12405,-0.2611157985056812,1.3653188839457078,-0.1284783407065961,-0.5265640613770434
32119,0.052650635090029596,0.5279158768753339,-0.7507487733584319,0.3798136887715121
26976,-1.0141552391353799,0.5390198624154005,-0.8685700828425854,-0.600201827770317
24627,0.33504042532618,-0.9277895445358106,0.5812629049197274,1.0354042886028916
21625,1.3390930128324507,-0.4004856458404621,1.3835049615375894,-0.018963924103019905
5203,-0.5121289453822533,0.2493683371690337,-0.6073512027706269,0.08945006899886655
